input_order,standard_structure_id,output_complex_basename,output_pdb_code,output_rank_token,source_pdb_basename,source_pdb_stem,source_pdb,complex_pdb_path,template_protein_pdb_path,ligand_pdb_path,ligand_order_manifest_path,active_ligand_pdb_order,input_ligand_resname_order,ligand_input_branch,ligand_pdb_count,n_ligand_atoms,workflow_profile,docking_alignment_mode,legacy_compatible,compatibility_reason,matched_ca_count,sequence_identity,alignment_coverage,alignment_rmsd,status,error_message,protein_atom_count,ligand_atom_count,clash_count,clash_score,min_distance,min_clash_distance,clash_max,pass_clash,weighted_direction,clash_method,neighbor_search_cutoff
202,GAC_202,GAC_202_complex.pdb,GAC,202,GAC.AF2rank202.pdb,GAC.AF2rank202,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank202.pdb,results/GAC/02_template_guided_docking/complexes/GAC_202_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,7,1.5314007124974807,2.0697261459744682,2.0697261459744682,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
203,GAC_203,GAC_203_complex.pdb,GAC,203,GAC.AF2rank203.pdb,GAC.AF2rank203,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank203.pdb,results/GAC/02_template_guided_docking/complexes/GAC_203_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,failed,,2315,10,13,4.522243540827532,2.011521019261293,2.011521019261293,10,False,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
204,GAC_204,GAC_204_complex.pdb,GAC,204,GAC.AF2rank204.pdb,GAC.AF2rank204,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank204.pdb,results/GAC/02_template_guided_docking/complexes/GAC_204_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,2.435738220488724,2.0304238437630255,2.0304238437630255,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
205,GAC_205,GAC_205_complex.pdb,GAC,205,GAC.AF2rank205.pdb,GAC.AF2rank205,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank205.pdb,results/GAC/02_template_guided_docking/complexes/GAC_205_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,2.130307080534348,2.178666883155276,2.178666883155276,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
206,GAC_206,GAC_206_complex.pdb,GAC,206,GAC.AF2rank206.pdb,GAC.AF2rank206,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank206.pdb,results/GAC/02_template_guided_docking/complexes/GAC_206_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,2.6339186112436677,2.0891696786190925,2.0891696786190925,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
207,GAC_207,GAC_207_complex.pdb,GAC,207,GAC.AF2rank207.pdb,GAC.AF2rank207,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank207.pdb,results/GAC/02_template_guided_docking/complexes/GAC_207_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,2.041495345336758,2.1981557697675473,2.1981557697675473,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
208,GAC_208,GAC_208_complex.pdb,GAC,208,GAC.AF2rank208.pdb,GAC.AF2rank208,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank208.pdb,results/GAC/02_template_guided_docking/complexes/GAC_208_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,2.9713138409044397,2.006576153492432,2.006576153492432,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
209,GAC_209,GAC_209_complex.pdb,GAC,209,GAC.AF2rank209.pdb,GAC.AF2rank209,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank209.pdb,results/GAC/02_template_guided_docking/complexes/GAC_209_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,8,2.1805594315869503,2.0684452485370453,2.0684452485370453,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
210,GAC_210,GAC_210_complex.pdb,GAC,210,GAC.AF2rank210.pdb,GAC.AF2rank210,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank210.pdb,results/GAC/02_template_guided_docking/complexes/GAC_210_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,7,1.8480637455282913,2.077930136737128,2.077930136737128,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
211,GAC_211,GAC_211_complex.pdb,GAC,211,GAC.AF2rank211.pdb,GAC.AF2rank211,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank211.pdb,results/GAC/02_template_guided_docking/complexes/GAC_211_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,5,1.1898909013163737,2.246491522840622,2.246491522840622,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
212,GAC_212,GAC_212_complex.pdb,GAC,212,GAC.AF2rank212.pdb,GAC.AF2rank212,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank212.pdb,results/GAC/02_template_guided_docking/complexes/GAC_212_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,8,2.2899226716916226,2.0449983581715303,2.0449983581715303,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
213,GAC_213,GAC_213_complex.pdb,GAC,213,GAC.AF2rank213.pdb,GAC.AF2rank213,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank213.pdb,results/GAC/02_template_guided_docking/complexes/GAC_213_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,6,1.7055134600630302,2.018265156734779,2.018265156734779,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
214,GAC_214,GAC_214_complex.pdb,GAC,214,GAC.AF2rank214.pdb,GAC.AF2rank214,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank214.pdb,results/GAC/02_template_guided_docking/complexes/GAC_214_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,8,2.9088462527984618,2.054347924593837,2.054347924593837,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
215,GAC_215,GAC_215_complex.pdb,GAC,215,GAC.AF2rank215.pdb,GAC.AF2rank215,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank215.pdb,results/GAC/02_template_guided_docking/complexes/GAC_215_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,8,2.041454407551905,2.0957480538310067,2.0957480538310067,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
216,GAC_216,GAC_216_complex.pdb,GAC,216,GAC.AF2rank216.pdb,GAC.AF2rank216,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank216.pdb,results/GAC/02_template_guided_docking/complexes/GAC_216_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,failed,,2315,10,12,2.580971780134388,2.141215976196898,2.141215976196898,10,False,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
217,GAC_217,GAC_217_complex.pdb,GAC,217,GAC.AF2rank217.pdb,GAC.AF2rank217,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank217.pdb,results/GAC/02_template_guided_docking/complexes/GAC_217_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,8,2.4740487234257236,2.077421089329665,2.077421089329665,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
218,GAC_218,GAC_218_complex.pdb,GAC,218,GAC.AF2rank218.pdb,GAC.AF2rank218,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank218.pdb,results/GAC/02_template_guided_docking/complexes/GAC_218_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,6,1.706656964487669,2.0447693235011872,2.0447693235011872,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
219,GAC_219,GAC_219_complex.pdb,GAC,219,GAC.AF2rank219.pdb,GAC.AF2rank219,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank219.pdb,results/GAC/02_template_guided_docking/complexes/GAC_219_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,10,2.63071860878203,2.0768689583143414,2.0768689583143414,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
220,GAC_220,GAC_220_complex.pdb,GAC,220,GAC.AF2rank220.pdb,GAC.AF2rank220,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank220.pdb,results/GAC/02_template_guided_docking/complexes/GAC_220_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,10,2.7635442824118477,2.0585657847799115,2.0585657847799115,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
221,GAC_221,GAC_221_complex.pdb,GAC,221,GAC.AF2rank221.pdb,GAC.AF2rank221,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank221.pdb,results/GAC/02_template_guided_docking/complexes/GAC_221_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,5,1.7216089435808892,2.106747252007479,2.106747252007479,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
222,GAC_222,GAC_222_complex.pdb,GAC,222,GAC.AF2rank222.pdb,GAC.AF2rank222,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank222.pdb,results/GAC/02_template_guided_docking/complexes/GAC_222_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,2.264676954920083,2.106995213127043,2.106995213127043,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
223,GAC_223,GAC_223_complex.pdb,GAC,223,GAC.AF2rank223.pdb,GAC.AF2rank223,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank223.pdb,results/GAC/02_template_guided_docking/complexes/GAC_223_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,8,1.9822824000741908,2.1708786238793665,2.1708786238793665,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
224,GAC_224,GAC_224_complex.pdb,GAC,224,GAC.AF2rank224.pdb,GAC.AF2rank224,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank224.pdb,results/GAC/02_template_guided_docking/complexes/GAC_224_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,10,1.8296484152480836,2.163941832457894,2.163941832457894,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
225,GAC_225,GAC_225_complex.pdb,GAC,225,GAC.AF2rank225.pdb,GAC.AF2rank225,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank225.pdb,results/GAC/02_template_guided_docking/complexes/GAC_225_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,2.1563934109462455,2.1245937722463126,2.1245937722463126,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
226,GAC_226,GAC_226_complex.pdb,GAC,226,GAC.AF2rank226.pdb,GAC.AF2rank226,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank226.pdb,results/GAC/02_template_guided_docking/complexes/GAC_226_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,8,2.7118763519427342,2.0218782647254847,2.0218782647254847,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
227,GAC_227,GAC_227_complex.pdb,GAC,227,GAC.AF2rank227.pdb,GAC.AF2rank227,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank227.pdb,results/GAC/02_template_guided_docking/complexes/GAC_227_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,6,2.049093915932387,2.0822754732215394,2.0822754732215394,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
228,GAC_228,GAC_228_complex.pdb,GAC,228,GAC.AF2rank228.pdb,GAC.AF2rank228,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank228.pdb,results/GAC/02_template_guided_docking/complexes/GAC_228_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,7,2.7231354211162695,2.021719515374135,2.021719515374135,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
229,GAC_229,GAC_229_complex.pdb,GAC,229,GAC.AF2rank229.pdb,GAC.AF2rank229,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank229.pdb,results/GAC/02_template_guided_docking/complexes/GAC_229_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,8,2.529392608017404,2.0262973996229934,2.0262973996229934,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
230,GAC_230,GAC_230_complex.pdb,GAC,230,GAC.AF2rank230.pdb,GAC.AF2rank230,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank230.pdb,results/GAC/02_template_guided_docking/complexes/GAC_230_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,failed,,2315,10,12,3.945239230942802,2.0085879017813433,2.0085879017813433,10,False,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
231,GAC_231,GAC_231_complex.pdb,GAC,231,GAC.AF2rank231.pdb,GAC.AF2rank231,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank231.pdb,results/GAC/02_template_guided_docking/complexes/GAC_231_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,failed,,2315,10,11,3.135751895355722,2.0016295083407494,2.0016295083407494,10,False,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
232,GAC_232,GAC_232_complex.pdb,GAC,232,GAC.AF2rank232.pdb,GAC.AF2rank232,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank232.pdb,results/GAC/02_template_guided_docking/complexes/GAC_232_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,8,3.5784538962806813,2.034375933191846,2.034375933191846,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
233,GAC_233,GAC_233_complex.pdb,GAC,233,GAC.AF2rank233.pdb,GAC.AF2rank233,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank233.pdb,results/GAC/02_template_guided_docking/complexes/GAC_233_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,5,2.0733476718400796,2.0143697662867046,2.0143697662867046,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
