input_order,standard_structure_id,output_complex_basename,output_pdb_code,output_rank_token,source_pdb_basename,source_pdb_stem,source_pdb,complex_pdb_path,template_protein_pdb_path,ligand_pdb_path,ligand_order_manifest_path,active_ligand_pdb_order,input_ligand_resname_order,ligand_input_branch,ligand_pdb_count,n_ligand_atoms,status,error_message,workflow_profile,docking_alignment_mode,legacy_compatible,compatibility_reason,template_chain_count,target_chain_count,template_ca_count,target_ca_count,matched_ca_count,sequence_identity,alignment_coverage,alignment_rmsd
111,GAC_111,GAC_111_complex.pdb,GAC,111,GAC.AF2rank111.pdb,GAC.AF2rank111,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank111.pdb,results/GAC/02_template_guided_docking/complexes/GAC_111_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
112,GAC_112,GAC_112_complex.pdb,GAC,112,GAC.AF2rank112.pdb,GAC.AF2rank112,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank112.pdb,results/GAC/02_template_guided_docking/complexes/GAC_112_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
113,GAC_113,GAC_113_complex.pdb,GAC,113,GAC.AF2rank113.pdb,GAC.AF2rank113,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank113.pdb,results/GAC/02_template_guided_docking/complexes/GAC_113_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
114,GAC_114,GAC_114_complex.pdb,GAC,114,GAC.AF2rank114.pdb,GAC.AF2rank114,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank114.pdb,results/GAC/02_template_guided_docking/complexes/GAC_114_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
115,GAC_115,GAC_115_complex.pdb,GAC,115,GAC.AF2rank115.pdb,GAC.AF2rank115,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank115.pdb,results/GAC/02_template_guided_docking/complexes/GAC_115_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
116,GAC_116,GAC_116_complex.pdb,GAC,116,GAC.AF2rank116.pdb,GAC.AF2rank116,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank116.pdb,results/GAC/02_template_guided_docking/complexes/GAC_116_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
117,GAC_117,GAC_117_complex.pdb,GAC,117,GAC.AF2rank117.pdb,GAC.AF2rank117,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank117.pdb,results/GAC/02_template_guided_docking/complexes/GAC_117_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
118,GAC_118,GAC_118_complex.pdb,GAC,118,GAC.AF2rank118.pdb,GAC.AF2rank118,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank118.pdb,results/GAC/02_template_guided_docking/complexes/GAC_118_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
119,GAC_119,GAC_119_complex.pdb,GAC,119,GAC.AF2rank119.pdb,GAC.AF2rank119,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank119.pdb,results/GAC/02_template_guided_docking/complexes/GAC_119_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
120,GAC_120,GAC_120_complex.pdb,GAC,120,GAC.AF2rank120.pdb,GAC.AF2rank120,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank120.pdb,results/GAC/02_template_guided_docking/complexes/GAC_120_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
121,GAC_121,GAC_121_complex.pdb,GAC,121,GAC.AF2rank121.pdb,GAC.AF2rank121,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank121.pdb,results/GAC/02_template_guided_docking/complexes/GAC_121_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
122,GAC_122,GAC_122_complex.pdb,GAC,122,GAC.AF2rank122.pdb,GAC.AF2rank122,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank122.pdb,results/GAC/02_template_guided_docking/complexes/GAC_122_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
123,GAC_123,GAC_123_complex.pdb,GAC,123,GAC.AF2rank123.pdb,GAC.AF2rank123,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank123.pdb,results/GAC/02_template_guided_docking/complexes/GAC_123_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
124,GAC_124,GAC_124_complex.pdb,GAC,124,GAC.AF2rank124.pdb,GAC.AF2rank124,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank124.pdb,results/GAC/02_template_guided_docking/complexes/GAC_124_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
125,GAC_125,GAC_125_complex.pdb,GAC,125,GAC.AF2rank125.pdb,GAC.AF2rank125,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank125.pdb,results/GAC/02_template_guided_docking/complexes/GAC_125_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
126,GAC_126,GAC_126_complex.pdb,GAC,126,GAC.AF2rank126.pdb,GAC.AF2rank126,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank126.pdb,results/GAC/02_template_guided_docking/complexes/GAC_126_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
127,GAC_127,GAC_127_complex.pdb,GAC,127,GAC.AF2rank127.pdb,GAC.AF2rank127,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank127.pdb,results/GAC/02_template_guided_docking/complexes/GAC_127_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
128,GAC_128,GAC_128_complex.pdb,GAC,128,GAC.AF2rank128.pdb,GAC.AF2rank128,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank128.pdb,results/GAC/02_template_guided_docking/complexes/GAC_128_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
129,GAC_129,GAC_129_complex.pdb,GAC,129,GAC.AF2rank129.pdb,GAC.AF2rank129,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank129.pdb,results/GAC/02_template_guided_docking/complexes/GAC_129_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
130,GAC_130,GAC_130_complex.pdb,GAC,130,GAC.AF2rank130.pdb,GAC.AF2rank130,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank130.pdb,results/GAC/02_template_guided_docking/complexes/GAC_130_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
131,GAC_131,GAC_131_complex.pdb,GAC,131,GAC.AF2rank131.pdb,GAC.AF2rank131,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank131.pdb,results/GAC/02_template_guided_docking/complexes/GAC_131_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
132,GAC_132,GAC_132_complex.pdb,GAC,132,GAC.AF2rank132.pdb,GAC.AF2rank132,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank132.pdb,results/GAC/02_template_guided_docking/complexes/GAC_132_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
133,GAC_133,GAC_133_complex.pdb,GAC,133,GAC.AF2rank133.pdb,GAC.AF2rank133,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank133.pdb,results/GAC/02_template_guided_docking/complexes/GAC_133_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
134,GAC_134,GAC_134_complex.pdb,GAC,134,GAC.AF2rank134.pdb,GAC.AF2rank134,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank134.pdb,results/GAC/02_template_guided_docking/complexes/GAC_134_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
135,GAC_135,GAC_135_complex.pdb,GAC,135,GAC.AF2rank135.pdb,GAC.AF2rank135,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank135.pdb,results/GAC/02_template_guided_docking/complexes/GAC_135_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
136,GAC_136,GAC_136_complex.pdb,GAC,136,GAC.AF2rank136.pdb,GAC.AF2rank136,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank136.pdb,results/GAC/02_template_guided_docking/complexes/GAC_136_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
137,GAC_137,GAC_137_complex.pdb,GAC,137,GAC.AF2rank137.pdb,GAC.AF2rank137,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank137.pdb,results/GAC/02_template_guided_docking/complexes/GAC_137_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
138,GAC_138,GAC_138_complex.pdb,GAC,138,GAC.AF2rank138.pdb,GAC.AF2rank138,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank138.pdb,results/GAC/02_template_guided_docking/complexes/GAC_138_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
139,GAC_139,GAC_139_complex.pdb,GAC,139,GAC.AF2rank139.pdb,GAC.AF2rank139,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank139.pdb,results/GAC/02_template_guided_docking/complexes/GAC_139_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
140,GAC_140,GAC_140_complex.pdb,GAC,140,GAC.AF2rank140.pdb,GAC.AF2rank140,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank140.pdb,results/GAC/02_template_guided_docking/complexes/GAC_140_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
141,GAC_141,GAC_141_complex.pdb,GAC,141,GAC.AF2rank141.pdb,GAC.AF2rank141,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank141.pdb,results/GAC/02_template_guided_docking/complexes/GAC_141_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
142,GAC_142,GAC_142_complex.pdb,GAC,142,GAC.AF2rank142.pdb,GAC.AF2rank142,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank142.pdb,results/GAC/02_template_guided_docking/complexes/GAC_142_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
143,GAC_143,GAC_143_complex.pdb,GAC,143,GAC.AF2rank143.pdb,GAC.AF2rank143,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank143.pdb,results/GAC/02_template_guided_docking/complexes/GAC_143_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
144,GAC_144,GAC_144_complex.pdb,GAC,144,GAC.AF2rank144.pdb,GAC.AF2rank144,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank144.pdb,results/GAC/02_template_guided_docking/complexes/GAC_144_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
145,GAC_145,GAC_145_complex.pdb,GAC,145,GAC.AF2rank145.pdb,GAC.AF2rank145,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank145.pdb,results/GAC/02_template_guided_docking/complexes/GAC_145_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
146,GAC_146,GAC_146_complex.pdb,GAC,146,GAC.AF2rank146.pdb,GAC.AF2rank146,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank146.pdb,results/GAC/02_template_guided_docking/complexes/GAC_146_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
147,GAC_147,GAC_147_complex.pdb,GAC,147,GAC.AF2rank147.pdb,GAC.AF2rank147,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank147.pdb,results/GAC/02_template_guided_docking/complexes/GAC_147_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
